Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
2931,38,Female,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,4.0,Credit Card,Free Shipping,14,Venmo,Monthly,Loyal,Pre-fall shopping,21,8
2932,36,Female,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,4.5,Cash,2-Day Shipping,49,Credit Card,Bi-Weekly,New,Pre-fall shopping,17,9
2933,65,Female,Backpack,Accessories,88,Alaska,L,Black,Spring,3.9,Credit Card,Express,3,PayPal,Quarterly,VIP,Pre-fall shopping,25,5
2934,27,Female,Hat,Accessories,52,Illinois,M,Brown,Summer,3.8,Credit Card,Standard,28,Venmo,Monthly,VIP,Christmas present,26,4
2935,38,Female,Gloves,Accessories,22,Idaho,M,Orange,Fall,4.7,Bank Transfer,Next Day Air,41,Bank Transfer,Quarterly,VIP,Back to school,3,5
2936,58,Female,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,4.6,Debit Card,Standard,11,Venmo,Weekly,New,Summer preperation,21,8
2937,31,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,Debit Card,Express,46,PayPal,Weekly,VIP,Back to school,14,6
2938,28,Female,Handbag,Accessories,39,West Virginia,M,White,Spring,4.3,Debit Card,2-Day Shipping,15,Credit Card,Weekly,Loyal,Christmas present,13,7
2939,28,Female,Sunglasses,Accessories,53,Maine,M,Violet,Fall,3.0,Cash,Standard,15,Cash,Monthly,New,Back to school,29,7
2940,32,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,PayPal,Express,34,Venmo,Weekly,Loyal,Back to school,23,4
2941,61,Female,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,4.8,Venmo,Next Day Air,13,Cash,Monthly,VIP,Summer preperation,30,6
2942,38,Female,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,3.7,Bank Transfer,Free Shipping,27,PayPal,Monthly,VIP,Pre-fall shopping,26,7
2943,54,Female,Socks,Clothing,63,Hawaii,M,Brown,Summer,2.6,Cash,Free Shipping,37,Bank Transfer,Weekly,VIP,Summer preperation,10,2
2944,29,Female,Shirt,Clothing,44,Virginia,M,Orange,Spring,3.4,Debit Card,Standard,37,Credit Card,Monthly,Loyal,Pre-fall shopping,13,2
2945,50,Female,Sneakers,Footwear,95,New York,XL,Cyan,Summer,3.9,Cash,Free Shipping,4,Venmo,Every 3 Months,VIP,Summer preperation,16,3
2946,32,Female,Belt,Accessories,49,Delaware,M,Charcoal,Summer,4.8,Venmo,Free Shipping,1,Credit Card,Every 3 Months,VIP,Pre-fall shopping,12,3
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,Credit Card,Free Shipping,29,Bank Transfer,Quarterly,Loyal,Pre-fall shopping,10,5
2948,52,Female,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4.4,Venmo,Standard,50,Venmo,Annually,VIP,Back to school,8,5
2949,61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,Credit Card,Standard,38,Debit Card,Bi-Weekly,Loyal,Pre-fall shopping,5,7
2950,25,Female,Jewelry,Accessories,93,Iowa,M,Peach,Spring,3.8,Credit Card,Store Pickup,15,PayPal,Annually,New,Christmas present,25,5
2951,22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.1,Bank Transfer,2-Day Shipping,44,Debit Card,Every 3 Months,VIP,Pre-fall shopping,4,2
2952,47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.6,Credit Card,Free Shipping,14,Cash,Weekly,New,Back to school,13,3
2953,50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,4.9,PayPal,Next Day Air,5,Debit Card,Monthly,VIP,Back to school,13,4
2954,45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,4.8,PayPal,Next Day Air,11,Credit Card,Annually,Loyal,Pre-fall shopping,26,9
2955,33,Female,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,3.9,PayPal,Express,15,Credit Card,Annually,VIP,Summer preperation,30,5
2956,42,Female,Boots,Footwear,67,Vermont,M,Silver,Winter,2.6,Venmo,Free Shipping,46,Credit Card,Annually,New,Summer preperation,11,4
2957,52,Female,Dress,Clothing,88,Montana,M,Olive,Fall,3.7,PayPal,Standard,30,Venmo,Monthly,VIP,Back to school,6,8
2958,69,Female,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,4.7,Cash,Standard,2,Cash,Annually,New,Back to school,18,2
2959,55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,Venmo,Standard,28,PayPal,Monthly,New,Christmas present,23,6
2960,38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.7,PayPal,Free Shipping,9,PayPal,Quarterly,VIP,Back to school,8,5
2961,57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.6,Venmo,Standard,47,Credit Card,Weekly,Loyal,Pre-fall shopping,6,1
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,Credit Card,Free Shipping,21,Debit Card,Bi-Weekly,Loyal,Back to school,13,6
2963,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4.0,PayPal,Express,42,Credit Card,Every 3 Months,Loyal,Back to school,30,5
2964,52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,3.6,Debit Card,Free Shipping,28,Credit Card,Weekly,Loyal,Christmas present,18,7
2965,44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,Credit Card,2-Day Shipping,13,Venmo,Fortnightly,Loyal,Summer preperation,15,7
2966,48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.4,Bank Transfer,Standard,25,PayPal,Fortnightly,VIP,Pre-fall shopping,5,4
2967,52,Female,Boots,Footwear,49,Oklahoma,L,Orange,Fall,2.8,Cash,Store Pickup,38,Debit Card,Every 3 Months,New,Christmas present,28,7
2968,34,Female,Sneakers,Footwear,36,Indiana,L,Silver,Summer,3.4,Cash,Free Shipping,40,Venmo,Annually,New,Christmas present,8,6
2969,26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.9,Cash,Express,25,Cash,Every 3 Months,Loyal,Summer preperation,24,8
2970,36,Female,Belt,Accessories,62,Vermont,S,Blue,Fall,4.3,Bank Transfer,Next Day Air,20,Cash,Every 3 Months,New,Christmas present,13,3
2971,24,Female,Jewelry,Accessories,74,Kansas,M,White,Winter,3.4,Bank Transfer,Free Shipping,44,Credit Card,Bi-Weekly,VIP,Summer preperation,30,1
2972,30,Female,Handbag,Accessories,100,Utah,L,Yellow,Fall,3.9,Credit Card,Next Day Air,9,PayPal,Every 3 Months,Loyal,Pre-fall shopping,22,4
2973,31,Female,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.2,Venmo,Free Shipping,11,Venmo,Every 3 Months,VIP,Summer preperation,29,1
2974,25,Female,Boots,Footwear,65,Indiana,M,Blue,Summer,2.7,PayPal,Store Pickup,3,Bank Transfer,Fortnightly,Loyal,Pre-fall shopping,8,3
2975,57,Female,Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,4.1,Cash,Store Pickup,34,Credit Card,Weekly,VIP,Summer preperation,29,4
2976,61,Female,Scarf,Accessories,68,Georgia,XL,Lavender,Winter,4.5,PayPal,2-Day Shipping,48,Cash,Every 3 Months,VIP,Summer preperation,18,5
2977,30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,Debit Card,Express,28,Cash,Fortnightly,Loyal,Summer preperation,15,6
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,PayPal,Standard,20,Venmo,Annually,Loyal,Christmas present,12,7
2979,53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,Credit Card,Free Shipping,49,Bank Transfer,Fortnightly,Loyal,Summer preperation,10,9
2980,31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.6,PayPal,Next Day Air,14,PayPal,Weekly,New,Summer preperation,14,7
2981,70,Female,Gloves,Accessories,93,New Jersey,L,Teal,Fall,4.4,Cash,2-Day Shipping,9,Bank Transfer,Monthly,New,Back to school,4,2
2982,21,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,4.9,PayPal,Standard,37,Venmo,Annually,New,Summer preperation,19,7
2983,33,Female,Dress,Clothing,45,Wisconsin,M,Orange,Summer,3.6,Venmo,Store Pickup,4,Credit Card,Weekly,New,Pre-fall shopping,21,8
2984,60,Female,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,2.8,Venmo,2-Day Shipping,1,Credit Card,Quarterly,New,Christmas present,16,5
2985,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,PayPal,2-Day Shipping,36,Debit Card,Bi-Weekly,New,Pre-fall shopping,9,5
2986,46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3.0,Venmo,Express,21,Cash,Bi-Weekly,New,Christmas present,9,1
2987,62,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,3.3,Credit Card,2-Day Shipping,16,Credit Card,Monthly,New,Back to school,7,5
2988,63,Female,Skirt,Clothing,36,Louisiana,L,Black,Winter,2.5,Debit Card,Store Pickup,42,Cash,Monthly,VIP,Pre-fall shopping,23,4
2989,69,Female,Socks,Clothing,55,Nevada,S,Pink,Spring,5.0,Debit Card,2-Day Shipping,31,Debit Card,Monthly,New,Christmas present,29,8
2990,46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,Cash,2-Day Shipping,6,Credit Card,Weekly,VIP,Pre-fall shopping,3,7
2991,69,Female,Shirt,Clothing,91,Illinois,M,Teal,Fall,4.2,Venmo,Free Shipping,24,Venmo,Monthly,Loyal,Back to school,22,3
2992,66,Female,Dress,Clothing,71,Utah,L,Green,Summer,3.9,PayPal,Standard,7,PayPal,Bi-Weekly,VIP,Pre-fall shopping,27,2
2993,41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,Bank Transfer,Store Pickup,25,Venmo,Weekly,VIP,Pre-fall shopping,23,8
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,Bank Transfer,Free Shipping,18,Cash,Bi-Weekly,New,Christmas present,10,9
2995,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,Cash,Store Pickup,14,Bank Transfer,Quarterly,New,Christmas present,27,2
2996,29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,Venmo,Standard,42,Debit Card,Bi-Weekly,VIP,Summer preperation,11,9
2997,70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,Credit Card,Express,6,Venmo,Every 3 Months,VIP,Christmas present,20,8
2998,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,Venmo,Next Day Air,14,Venmo,Every 3 Months,VIP,Christmas present,18,1
2999,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,Venmo,Express,30,Debit Card,Quarterly,VIP,Pre-fall shopping,10,2
3000,31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,Bank Transfer,Standard,10,Cash,Monthly,Loyal,Back to school,8,6
3001,57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,Cash,Express,7,PayPal,Weekly,Loyal,Summer preperation,27,7
3002,29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,Credit Card,Express,28,Credit Card,Quarterly,New,Summer preperation,15,8
3003,70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,Cash,Next Day Air,19,Bank Transfer,Quarterly,VIP,Christmas present,29,5
3004,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,Venmo,Express,13,Credit Card,Every 3 Months,Loyal,Pre-fall shopping,30,4
3005,45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,Venmo,Store Pickup,23,Venmo,Fortnightly,VIP,Christmas present,26,6
3006,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,Bank Transfer,Express,5,Venmo,Weekly,New,Summer preperation,4,5
3007,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,Venmo,Store Pickup,17,Venmo,Bi-Weekly,VIP,Back to school,8,7
3008,23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,Debit Card,Next Day Air,31,Venmo,Weekly,New,Summer preperation,29,4
3009,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,Cash,Free Shipping,19,PayPal,Weekly,VIP,Christmas present,15,5
3010,62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,Venmo,Free Shipping,8,Venmo,Fortnightly,New,Christmas present,20,6
3011,70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,Bank Transfer,Free Shipping,15,Credit Card,Annually,New,Christmas present,28,5
3012,20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,Bank Transfer,Next Day Air,18,Credit Card,Every 3 Months,New,Back to school,6,7
3013,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,Credit Card,Standard,16,PayPal,Annually,New,Pre-fall shopping,15,8
3014,41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,Debit Card,Store Pickup,13,Cash,Monthly,Loyal,Back to school,8,4
3015,24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,Credit Card,Express,38,PayPal,Every 3 Months,Loyal,Summer preperation,16,9
3016,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,Venmo,Express,27,Bank Transfer,Bi-Weekly,New,Back to school,3,2
3017,30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,Credit Card,Store Pickup,31,Bank Transfer,Quarterly,Loyal,Pre-fall shopping,17,2
3018,58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,Bank Transfer,Next Day Air,24,Cash,Bi-Weekly,Loyal,Summer preperation,15,9
3019,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,Debit Card,Free Shipping,21,Debit Card,Bi-Weekly,New,Summer preperation,8,6
3020,19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,Venmo,2-Day Shipping,15,PayPal,Annually,Loyal,Back to school,28,4
3021,23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,Bank Transfer,Store Pickup,48,Venmo,Every 3 Months,New,Christmas present,27,4
3022,65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,Debit Card,2-Day Shipping,47,Cash,Quarterly,Loyal,Pre-fall shopping,3,5
3023,58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,Debit Card,Free Shipping,23,PayPal,Weekly,VIP,Summer preperation,4,4
3024,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,PayPal,Express,4,PayPal,Quarterly,New,Pre-fall shopping,6,6
3025,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,Credit Card,Free Shipping,47,Credit Card,Every 3 Months,VIP,Summer preperation,14,1
3026,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,Debit Card,Store Pickup,7,PayPal,Monthly,New,Back to school,13,2
3027,55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,Venmo,Free Shipping,6,Credit Card,Annually,New,Christmas present,15,8
3028,52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,Bank Transfer,2-Day Shipping,47,Credit Card,Quarterly,New,Pre-fall shopping,2,7
3029,62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,PayPal,Free Shipping,7,PayPal,Every 3 Months,New,Back to school,25,1
3030,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,Bank Transfer,Free Shipping,1,Debit Card,Quarterly,New,Pre-fall shopping,24,9
3031,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,PayPal,2-Day Shipping,23,Credit Card,Weekly,VIP,Pre-fall shopping,10,3
3032,61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,PayPal,2-Day Shipping,30,Credit Card,Monthly,Loyal,Christmas present,9,2
3033,26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,Debit Card,Next Day Air,24,Credit Card,Quarterly,Loyal,Summer preperation,20,7
3034,22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,PayPal,Store Pickup,9,PayPal,Weekly,Loyal,Pre-fall shopping,15,3
3035,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,PayPal,2-Day Shipping,25,Credit Card,Quarterly,VIP,Summer preperation,18,2
3036,69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,Bank Transfer,Free Shipping,18,Cash,Bi-Weekly,Loyal,Back to school,19,1
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,PayPal,Next Day Air,7,Venmo,Fortnightly,Loyal,Back to school,28,4
3038,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,Debit Card,Next Day Air,2,Cash,Annually,Loyal,Christmas present,12,2
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,Bank Transfer,Free Shipping,36,Debit Card,Annually,New,Pre-fall shopping,25,5
3040,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,Bank Transfer,Next Day Air,31,PayPal,Bi-Weekly,VIP,Christmas present,21,2
3041,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,PayPal,Express,10,Cash,Fortnightly,New,Pre-fall shopping,27,2
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,Credit Card,Express,27,PayPal,Monthly,New,Back to school,9,3
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,Credit Card,Next Day Air,14,PayPal,Every 3 Months,New,Christmas present,16,7
3044,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,Debit Card,Store Pickup,17,Credit Card,Monthly,Loyal,Back to school,5,8
3045,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,PayPal,Free Shipping,10,Bank Transfer,Quarterly,New,Summer preperation,4,6
3046,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,Debit Card,2-Day Shipping,4,PayPal,Bi-Weekly,New,Back to school,2,6
3047,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,Bank Transfer,Store Pickup,25,Cash,Every 3 Months,New,Summer preperation,22,1
3048,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,Cash,2-Day Shipping,3,PayPal,Bi-Weekly,VIP,Pre-fall shopping,4,4
3049,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,PayPal,Standard,47,Venmo,Fortnightly,New,Summer preperation,3,2
3050,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,Debit Card,Next Day Air,41,Bank Transfer,Bi-Weekly,Loyal,Pre-fall shopping,3,2
3051,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,Cash,Standard,28,Venmo,Every 3 Months,Loyal,Back to school,28,8
3052,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,Venmo,Express,49,Debit Card,Every 3 Months,Loyal,Back to school,6,1
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,Credit Card,Store Pickup,7,Bank Transfer,Fortnightly,Loyal,Back to school,29,7
3054,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,Credit Card,Next Day Air,22,Bank Transfer,Monthly,VIP,Christmas present,19,1
3055,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,Cash,2-Day Shipping,34,Venmo,Monthly,New,Back to school,23,2
3056,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,Bank Transfer,Standard,5,Debit Card,Bi-Weekly,Loyal,Pre-fall shopping,15,2
3057,69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,Credit Card,Standard,15,Cash,Bi-Weekly,New,Christmas present,10,6
3058,67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,PayPal,Next Day Air,26,Bank Transfer,Weekly,New,Pre-fall shopping,17,2
3059,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,Venmo,Store Pickup,3,Bank Transfer,Fortnightly,Loyal,Summer preperation,24,4
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,PayPal,Express,42,Credit Card,Quarterly,VIP,Pre-fall shopping,21,8
3061,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,Credit Card,Store Pickup,1,Venmo,Monthly,Loyal,Christmas present,4,7
3062,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,Debit Card,Express,20,PayPal,Every 3 Months,Loyal,Summer preperation,16,4
3063,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,Bank Transfer,Standard,39,PayPal,Monthly,Loyal,Back to school,9,2
3064,26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,Debit Card,Store Pickup,24,Credit Card,Fortnightly,New,Pre-fall shopping,9,1
3065,22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,Debit Card,Express,49,Bank Transfer,Quarterly,VIP,Back to school,16,7
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,Debit Card,Store Pickup,7,Venmo,Bi-Weekly,New,Back to school,12,1
3067,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,Cash,Free Shipping,13,Venmo,Every 3 Months,Loyal,Christmas present,17,2
3068,70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,Bank Transfer,Free Shipping,2,Cash,Weekly,VIP,Pre-fall shopping,25,2
3069,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,Bank Transfer,Express,4,Debit Card,Weekly,Loyal,Christmas present,13,1
3070,62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,Venmo,Express,17,Debit Card,Quarterly,New,Pre-fall shopping,13,6
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,Debit Card,Free Shipping,43,PayPal,Bi-Weekly,VIP,Summer preperation,7,9
3072,23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,Debit Card,Next Day Air,6,PayPal,Monthly,New,Summer preperation,24,3
3073,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,Venmo,Standard,46,PayPal,Quarterly,Loyal,Back to school,27,7
3074,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,PayPal,Free Shipping,7,Debit Card,Bi-Weekly,VIP,Pre-fall shopping,17,2
3075,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,Bank Transfer,Next Day Air,34,Debit Card,Fortnightly,VIP,Pre-fall shopping,5,2
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,Credit Card,Standard,21,PayPal,Every 3 Months,Loyal,Summer preperation,3,3
3077,66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,Credit Card,Express,13,Venmo,Bi-Weekly,Loyal,Summer preperation,13,3
3078,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,Venmo,Store Pickup,33,Debit Card,Bi-Weekly,Loyal,Back to school,9,7
3079,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,Bank Transfer,2-Day Shipping,24,Bank Transfer,Bi-Weekly,Loyal,Back to school,8,2
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,Credit Card,Store Pickup,4,Bank Transfer,Annually,New,Summer preperation,24,7
3081,69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,PayPal,Next Day Air,5,Cash,Bi-Weekly,New,Pre-fall shopping,24,3
3082,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,Debit Card,Next Day Air,11,Credit Card,Weekly,New,Back to school,11,6
3083,56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,Venmo,Next Day Air,20,Bank Transfer,Annually,Loyal,Back to school,13,6
3084,22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,Venmo,Store Pickup,28,PayPal,Quarterly,New,Back to school,6,2
3085,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,Bank Transfer,Store Pickup,43,PayPal,Monthly,VIP,Summer preperation,13,8
3086,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,Credit Card,Store Pickup,10,Venmo,Every 3 Months,VIP,Back to school,24,7
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,Debit Card,Next Day Air,26,Venmo,Every 3 Months,VIP,Back to school,18,7
3088,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,Cash,Free Shipping,29,Bank Transfer,Monthly,VIP,Back to school,6,9
3089,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,PayPal,Store Pickup,35,Bank Transfer,Quarterly,New,Summer preperation,18,2
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,Debit Card,Free Shipping,23,Cash,Bi-Weekly,New,Christmas present,21,8
3091,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,PayPal,Store Pickup,15,Bank Transfer,Quarterly,VIP,Christmas present,10,4
3092,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,Bank Transfer,2-Day Shipping,46,Credit Card,Annually,New,Summer preperation,7,9
3093,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,Cash,Next Day Air,14,Bank Transfer,Bi-Weekly,Loyal,Summer preperation,22,4
3094,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,Bank Transfer,Store Pickup,17,Cash,Every 3 Months,New,Christmas present,20,8
3095,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,Bank Transfer,Store Pickup,9,Cash,Weekly,New,Summer preperation,12,9
3096,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,Cash,Standard,13,Venmo,Fortnightly,Loyal,Pre-fall shopping,9,7
3097,69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,PayPal,Next Day Air,20,Bank Transfer,Monthly,New,Summer preperation,28,4
3098,48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,Debit Card,Free Shipping,39,Bank Transfer,Quarterly,New,Pre-fall shopping,10,4
3099,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,Bank Transfer,Next Day Air,50,Bank Transfer,Quarterly,New,Back to school,3,2
3100,42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,Venmo,Free Shipping,21,Bank Transfer,Bi-Weekly,VIP,Christmas present,27,5
3101,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,Venmo,Express,3,Bank Transfer,Weekly,Loyal,Pre-fall shopping,29,9
3102,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,PayPal,Express,9,PayPal,Fortnightly,New,Pre-fall shopping,8,9
3103,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,Bank Transfer,Standard,29,Cash,Bi-Weekly,Loyal,Summer preperation,16,6
